age,account,if_marital,if_default,if_housing,if_loan,if_active_selling,duration,label,occupation_cleaner,occupation_management,occupation_own-business,occupation_production,occupation_retired,occupation_services,occupation_student,occupation_technician,occupation_unemployed,education_primary,education_secondary,education_unknown
30,10152,no,no,yes,no,yes,266,0,no,no,no,no,no,no,no,yes,no,no,yes,no
26,3090,no,no,no,no,yes,379,0,no,no,no,no,no,no,yes,no,no,no,yes,no
42,156,yes,no,no,no,no,455,0,no,no,no,yes,no,no,no,no,no,no,yes,no
31,3967,no,no,yes,no,yes,859,0,no,yes,no,no,no,no,no,no,no,no,no,no
52,3732,yes,no,no,no,no,212,0,no,yes,no,no,no,no,no,no,no,no,no,no
46,2202,yes,no,yes,no,no,83,0,no,no,no,no,no,yes,no,no,no,no,yes,no
57,2770,yes,no,no,yes,yes,158,0,no,yes,no,no,no,no,no,no,no,no,no,no
53,-491,yes,no,yes,no,no,124,0,no,no,no,yes,no,no,no,no,no,no,no,yes
29,19,no,no,no,no,yes,268,1,yes,no,no,no,no,no,no,no,no,no,no,no
54,3136,yes,no,yes,no,yes,72,0,no,no,no,no,no,no,no,no,no,no,yes,no
35,144,no,no,yes,yes,no,202,0,no,no,no,no,no,no,no,yes,no,no,no,no
30,13,no,no,yes,no,yes,204,0,no,yes,no,no,no,no,no,no,no,no,no,no
25,267,yes,no,no,no,no,422,0,no,no,no,yes,no,no,no,no,no,no,yes,no
41,0,yes,no,yes,no,no,168,0,no,no,yes,no,no,no,no,no,no,no,no,no
48,6627,no,no,yes,no,no,433,0,no,no,no,no,no,no,no,no,no,no,yes,no
76,3324,yes,no,no,no,no,227,1,no,no,no,no,yes,no,no,no,no,yes,no,no
41,379,yes,no,no,yes,yes,9,0,yes,no,no,no,no,no,no,no,no,yes,no,no
31,387,no,no,no,no,yes,149,0,no,no,no,no,no,no,no,yes,no,no,no,no
40,872,no,no,yes,no,no,71,0,no,no,no,no,no,no,no,yes,no,no,yes,no
60,1310,no,no,no,no,no,152,0,no,no,no,yes,no,no,no,no,no,no,yes,no
43,4216,yes,no,no,no,no,150,1,no,no,no,no,no,yes,no,no,no,no,no,no
37,1941,yes,no,yes,no,no,151,0,no,no,no,yes,no,no,no,no,no,yes,no,no
30,155,yes,no,yes,no,yes,353,0,no,yes,no,no,no,no,no,no,no,no,no,no
49,503,yes,no,no,no,no,297,0,no,no,no,no,no,no,no,yes,no,no,no,no
52,193,yes,no,no,no,yes,145,0,no,yes,no,no,no,no,no,no,no,no,no,no
46,1,yes,no,yes,no,no,43,0,no,no,no,no,no,no,no,no,yes,yes,no,no
40,0,yes,no,yes,yes,yes,145,0,no,no,no,no,no,no,no,no,no,no,yes,no
37,949,yes,no,yes,no,yes,302,0,no,no,no,yes,no,no,no,no,no,no,yes,no
47,218,no,no,yes,no,no,58,0,no,no,yes,no,no,no,no,no,no,no,yes,no
34,1477,no,no,yes,no,no,233,0,no,no,no,no,no,no,no,yes,no,no,yes,no
36,255,yes,no,no,no,no,242,1,no,yes,no,no,no,no,no,no,no,no,no,no
42,139,yes,no,yes,no,yes,166,0,no,no,no,yes,no,no,no,no,no,no,yes,no
44,532,no,no,yes,no,no,550,0,no,no,no,no,no,yes,no,no,no,no,yes,no
31,0,no,no,no,no,no,243,0,no,no,no,no,no,yes,no,no,no,no,yes,no
35,1396,no,no,yes,no,yes,809,1,no,yes,no,no,no,no,no,no,no,no,no,no
66,204,no,no,no,no,yes,213,0,yes,no,no,no,no,no,no,no,no,yes,no,no
31,-110,yes,no,yes,no,yes,440,0,no,no,no,yes,no,no,no,no,no,no,yes,no
32,10,yes,no,yes,no,no,501,0,no,no,no,no,no,no,no,no,yes,no,yes,no
27,15,yes,no,yes,no,yes,167,0,no,no,no,no,no,yes,no,no,no,no,yes,no
38,864,no,no,yes,no,yes,364,0,no,no,no,no,no,no,no,yes,no,no,yes,no
28,1252,no,no,yes,yes,no,319,0,no,yes,no,no,no,no,no,no,no,no,no,no
36,0,yes,no,yes,no,no,145,0,no,yes,no,no,no,no,no,no,no,no,no,no
37,6281,no,no,yes,no,yes,242,0,no,no,no,yes,no,no,no,no,no,no,yes,no
45,3098,yes,no,yes,no,no,159,0,no,no,yes,no,no,no,no,no,no,no,yes,no
55,1126,no,no,yes,no,yes,166,0,no,no,no,no,no,yes,no,no,no,no,yes,no
49,49,no,no,no,no,yes,232,0,no,yes,no,no,no,no,no,no,no,yes,no,no
32,1683,yes,no,yes,yes,no,72,0,no,yes,no,no,no,no,no,no,no,no,no,no
49,2147,yes,no,no,no,no,123,0,no,yes,no,no,no,no,no,no,no,no,no,no
51,160,yes,no,yes,no,yes,136,0,no,no,no,yes,no,no,no,no,no,no,yes,no
39,1820,no,no,no,no,no,231,0,no,no,no,no,no,no,no,yes,no,no,yes,no
50,8016,no,no,no,no,no,903,0,no,no,no,no,no,no,no,yes,no,no,yes,no
32,748,no,no,yes,no,no,166,0,no,no,no,no,no,yes,no,no,no,no,no,no
59,229,yes,no,yes,yes,yes,19,0,no,no,no,yes,no,no,no,no,no,yes,no,no
36,587,yes,no,no,no,no,248,0,no,no,no,no,no,no,no,no,no,no,yes,no
31,2194,no,no,no,no,no,275,0,no,no,no,yes,no,no,no,no,no,no,yes,no
59,0,no,no,no,no,no,956,0,no,no,yes,no,no,no,no,no,no,no,no,yes
46,1103,yes,no,yes,no,no,209,0,no,yes,no,no,no,no,no,no,no,no,no,no
28,1323,no,no,yes,no,yes,361,0,no,no,no,no,no,no,no,no,no,no,yes,no
26,-164,no,no,yes,no,no,69,0,no,no,no,no,no,no,no,no,no,no,no,no
31,11,yes,no,yes,no,no,174,0,no,no,no,no,no,yes,no,no,no,yes,no,no
54,2079,no,no,no,yes,yes,217,0,no,yes,no,no,no,no,no,no,no,no,no,no
33,-625,no,no,yes,no,yes,399,0,no,yes,no,no,no,no,no,no,no,no,no,no
38,0,yes,no,yes,yes,no,165,0,no,no,no,yes,no,no,no,no,no,yes,no,no
38,0,yes,no,yes,no,no,477,0,no,no,no,yes,no,no,no,no,no,no,no,yes
38,933,yes,no,no,no,no,95,0,no,yes,no,no,no,no,no,no,no,no,no,yes
29,30,yes,no,yes,no,no,74,0,no,no,no,no,no,yes,no,no,no,no,yes,no
26,104,yes,no,no,no,yes,7,0,no,no,no,no,no,yes,no,no,no,no,yes,no
40,780,yes,no,yes,no,yes,163,0,no,no,yes,no,no,no,no,no,no,no,yes,no
52,105,no,no,no,yes,no,275,0,no,no,yes,no,no,no,no,no,no,no,yes,no
45,4367,no,no,yes,no,yes,71,0,no,no,no,no,no,no,no,yes,no,no,yes,no
31,95,no,no,no,no,no,51,0,no,no,yes,no,no,no,no,no,no,no,no,no
53,105,yes,no,no,yes,no,74,0,no,no,no,no,no,no,no,no,no,no,yes,no
51,83,no,no,yes,no,no,24,0,no,no,no,yes,no,no,no,no,no,yes,no,no
33,218,yes,no,yes,yes,yes,162,0,no,no,no,no,no,no,no,yes,no,no,yes,no
40,19343,no,no,yes,no,no,168,0,no,no,no,no,no,yes,no,no,no,no,yes,no
44,149,yes,no,yes,no,yes,507,0,no,yes,no,no,no,no,no,no,no,no,no,no
34,212,no,no,no,no,yes,88,0,no,yes,no,no,no,no,no,no,no,yes,no,no
28,-393,yes,no,yes,yes,no,247,0,no,no,no,no,no,no,no,no,no,no,yes,no
47,1568,yes,no,yes,no,no,226,1,no,no,no,yes,no,no,no,no,no,no,yes,no
49,3103,yes,no,no,no,no,26,0,no,no,no,yes,no,no,no,no,no,yes,no,no
49,10,yes,no,no,no,no,135,0,no,no,no,no,no,no,no,yes,no,no,yes,no
45,350,yes,no,yes,yes,yes,146,0,no,no,no,no,no,yes,no,no,no,no,yes,no
50,325,yes,no,yes,no,yes,150,0,no,no,no,yes,no,no,no,no,no,no,yes,no
35,0,no,no,yes,no,no,46,0,no,no,no,no,no,no,no,yes,no,no,no,no
34,0,yes,no,no,no,no,155,1,no,no,no,no,no,no,no,no,no,no,no,no
37,3794,yes,no,no,no,yes,147,0,no,yes,no,no,no,no,no,no,no,no,no,no
41,262,yes,no,yes,no,yes,89,0,no,no,no,yes,no,no,no,no,no,yes,no,no
30,8563,yes,no,yes,no,yes,109,0,no,no,yes,no,no,no,no,no,no,no,yes,no
49,5795,yes,no,yes,no,yes,75,0,no,yes,no,no,no,no,no,no,no,no,no,no
39,5,yes,no,yes,no,no,118,0,no,no,yes,no,no,no,no,no,no,no,no,no
25,-65,no,no,yes,no,no,129,0,no,no,yes,no,no,no,no,no,no,yes,no,no
32,3052,yes,no,yes,yes,no,253,0,no,no,no,no,no,no,no,no,no,no,yes,no
52,2708,yes,no,yes,no,yes,231,0,no,yes,no,no,no,no,no,no,no,no,no,no
44,187,yes,no,yes,no,yes,185,0,no,yes,no,no,no,no,no,no,no,no,no,yes
34,183,no,no,yes,no,no,259,0,no,no,no,no,no,yes,no,no,no,no,yes,no
36,3579,yes,no,no,no,no,308,0,no,no,no,no,no,no,no,yes,no,no,yes,no
44,109,no,no,yes,no,no,101,0,no,yes,no,no,no,no,no,no,no,no,yes,no
36,9269,yes,no,yes,yes,no,107,0,no,yes,no,no,no,no,no,no,no,no,no,no
31,1352,no,no,yes,no,no,6,0,no,no,no,no,no,no,no,no,no,no,yes,no
32,1583,no,no,yes,no,yes,57,0,no,no,no,no,no,no,yes,no,no,no,no,yes
42,4800,no,no,no,no,no,10,0,no,no,no,no,no,yes,no,no,no,no,no,yes
35,407,yes,no,yes,no,no,12,0,no,no,no,yes,no,no,no,no,no,no,yes,no
35,0,no,no,no,yes,yes,480,0,no,no,no,no,no,no,no,no,no,no,yes,no
35,1368,yes,no,no,no,no,159,0,no,no,no,no,no,no,no,yes,no,no,yes,no
27,0,yes,no,yes,no,no,435,0,yes,no,no,no,no,no,no,no,no,yes,no,no
47,2785,no,no,yes,no,yes,570,1,yes,no,no,no,no,no,no,no,no,yes,no,no
60,283,yes,no,no,no,yes,138,0,yes,no,no,no,no,no,no,no,no,no,yes,no
26,2,no,yes,yes,yes,no,22,0,no,no,no,no,no,yes,no,no,no,yes,no,no
36,16,yes,no,yes,yes,no,89,0,no,no,no,no,no,no,no,no,yes,no,yes,no
40,0,yes,no,yes,yes,yes,53,0,no,yes,no,no,no,no,no,no,no,no,no,no
50,10250,yes,no,yes,no,no,254,1,no,no,no,no,no,no,no,no,no,no,yes,no
39,1108,yes,no,no,no,yes,204,1,no,no,no,no,no,no,no,no,no,no,no,no
44,3665,yes,no,no,no,yes,325,0,no,yes,no,no,no,no,no,no,no,no,no,no
31,117,no,no,yes,no,yes,77,0,no,no,no,no,no,no,no,no,no,no,no,no
41,552,yes,no,yes,no,yes,463,0,no,no,no,yes,no,no,no,no,no,no,yes,no
32,1940,no,no,yes,yes,no,299,0,no,no,no,yes,no,no,no,no,no,no,yes,no
30,3289,no,no,no,no,yes,111,0,no,yes,no,no,no,no,no,no,no,no,no,no
38,328,no,no,yes,no,no,776,0,no,no,no,yes,no,no,no,no,no,no,yes,no
32,7365,yes,no,yes,no,no,124,0,no,no,no,yes,no,no,no,no,no,no,yes,no
33,1521,yes,no,yes,no,yes,222,0,no,no,no,no,no,no,no,no,no,no,yes,no
31,592,yes,no,no,yes,yes,124,0,yes,no,no,no,no,no,no,no,no,no,yes,no
34,0,no,no,yes,no,no,307,0,no,no,no,no,no,yes,no,no,no,no,yes,no
54,194,yes,no,no,no,no,127,0,yes,no,no,no,no,no,no,no,no,yes,no,no
31,0,no,no,yes,no,yes,76,0,no,yes,no,no,no,no,no,no,no,no,no,no
36,101,no,no,yes,yes,yes,314,0,no,no,no,no,yes,no,no,no,no,no,yes,no
52,6,yes,no,no,no,no,82,0,no,no,no,no,yes,no,no,no,no,yes,no,no
26,381,no,no,yes,no,no,504,0,no,no,no,yes,no,no,no,no,no,no,yes,no
34,89,no,no,yes,no,no,1871,1,no,no,no,no,no,yes,no,no,no,no,yes,no
37,5122,no,no,yes,no,yes,396,0,no,no,no,no,no,no,no,yes,no,no,no,no
42,1220,yes,no,yes,no,no,155,0,no,yes,no,no,no,no,no,no,no,no,no,no
29,985,no,no,yes,no,no,396,1,no,yes,no,no,no,no,no,no,no,no,no,no
36,2848,yes,no,yes,no,no,265,0,no,no,no,yes,no,no,no,no,no,no,yes,no
34,519,yes,no,no,no,no,57,0,no,yes,no,no,no,no,no,no,no,no,no,no
30,2,no,no,yes,no,no,56,0,no,no,no,no,no,no,no,no,no,no,yes,no
57,5961,no,no,yes,no,no,166,0,no,no,no,no,no,no,no,yes,no,no,yes,no
35,483,no,no,no,no,yes,115,0,no,no,no,no,no,no,no,no,yes,yes,no,no
29,2559,no,no,no,no,no,214,0,no,no,no,no,no,yes,no,no,no,no,yes,no
56,61,yes,no,no,yes,yes,75,0,no,no,no,no,no,no,no,yes,no,no,yes,no
26,-306,yes,no,no,yes,yes,342,0,no,no,yes,no,no,no,no,no,no,no,yes,no
36,-267,no,no,yes,no,no,99,0,no,no,no,no,no,yes,no,no,no,no,yes,no
38,11971,no,no,yes,no,no,609,0,no,yes,no,no,no,no,no,no,no,no,no,no
47,0,no,no,no,no,no,122,0,no,yes,no,no,no,no,no,no,no,no,no,no
39,0,yes,no,yes,yes,yes,60,0,no,no,no,no,no,no,no,yes,no,no,yes,no
36,82,yes,no,no,no,yes,124,0,no,yes,no,no,no,no,no,no,no,no,no,no
31,528,no,no,no,yes,no,5,0,no,yes,no,no,no,no,no,no,no,no,no,no
47,1149,no,no,no,yes,no,82,0,no,yes,no,no,no,no,no,no,no,no,no,no
33,3301,yes,no,yes,no,no,536,0,no,yes,no,no,no,no,no,no,no,no,no,no
34,-353,yes,no,yes,no,no,122,0,no,no,no,no,no,yes,no,no,no,no,yes,no
30,1622,no,no,no,no,yes,242,0,no,no,no,no,no,no,no,no,yes,no,no,no
55,-196,yes,no,yes,no,no,210,0,no,no,yes,no,no,no,no,no,no,no,yes,no
37,934,no,no,yes,no,no,242,0,no,no,no,no,no,yes,no,no,no,no,yes,no
46,0,yes,no,no,no,no,74,0,no,no,no,no,no,yes,no,no,no,no,yes,no
56,155,no,no,no,no,no,118,0,no,no,yes,no,no,no,no,no,no,no,yes,no
47,-767,no,no,no,yes,no,329,0,no,no,no,no,no,no,no,yes,no,no,yes,no
34,2211,yes,no,no,no,yes,149,0,no,no,no,no,no,yes,no,no,no,no,yes,no
55,868,yes,no,no,no,yes,207,0,no,no,no,no,yes,no,no,no,no,yes,no,no
30,501,yes,no,yes,no,yes,94,0,no,no,yes,no,no,no,no,no,no,no,no,no
29,425,yes,no,yes,no,no,562,1,no,no,yes,no,no,no,no,no,no,no,yes,no
32,1644,yes,no,no,no,no,492,1,no,no,no,yes,no,no,no,no,no,yes,no,no
29,3310,yes,no,no,no,no,344,0,no,no,no,yes,no,no,no,no,no,no,yes,no
59,19102,yes,no,no,no,yes,462,0,no,no,no,no,no,no,no,no,yes,yes,no,no
36,313,yes,no,yes,no,no,403,0,no,no,no,no,no,no,no,no,no,no,yes,no
31,691,no,no,yes,no,yes,198,0,no,no,no,no,no,no,no,yes,no,no,yes,no
39,694,yes,no,yes,no,yes,44,0,no,no,no,yes,no,no,no,no,no,yes,no,no
34,1655,yes,no,yes,no,no,49,0,no,no,no,no,no,no,no,no,no,no,yes,no
41,71,yes,no,yes,no,yes,64,0,no,yes,no,no,no,no,no,no,no,no,yes,no
40,668,yes,no,yes,no,no,283,0,no,no,no,yes,no,no,no,no,no,yes,no,no
30,710,no,no,no,no,no,306,0,no,no,no,no,no,no,no,yes,no,no,yes,no
51,330,no,no,no,no,no,218,0,yes,no,no,no,no,no,no,no,no,no,yes,no
42,21861,yes,no,no,no,no,486,0,no,no,yes,no,no,no,no,no,no,no,no,no
60,45,yes,no,no,no,no,39,0,no,no,no,no,yes,no,no,no,no,no,no,no
34,-292,no,no,yes,no,no,111,0,no,yes,no,no,no,no,no,no,no,no,no,no
49,12226,yes,no,yes,no,no,96,0,no,no,no,no,no,no,no,no,no,no,yes,no
39,-241,yes,no,yes,yes,no,337,0,no,no,no,no,no,no,no,yes,no,no,yes,no
26,0,no,no,yes,no,no,48,0,no,no,no,yes,no,no,no,no,no,no,yes,no
36,553,no,no,no,no,no,19,0,no,no,no,yes,no,no,no,no,no,yes,no,no
24,1033,no,no,yes,no,yes,283,0,no,no,no,yes,no,no,no,no,no,yes,no,no
35,538,no,no,no,no,no,410,1,no,yes,no,no,no,no,no,no,no,no,no,no
43,9102,no,no,yes,no,yes,72,0,no,no,no,yes,no,no,no,no,no,no,yes,no
39,1007,yes,no,yes,no,no,86,0,no,yes,no,no,no,no,no,no,no,no,no,no
27,0,no,no,yes,yes,no,125,0,no,yes,no,no,no,no,no,no,no,no,yes,no
31,1194,yes,no,yes,no,yes,50,0,no,no,yes,no,no,no,no,no,no,no,no,no
52,1319,yes,no,yes,no,yes,113,0,no,yes,no,no,no,no,no,no,no,no,no,no
30,502,no,no,no,no,no,463,1,no,yes,no,no,no,no,no,no,no,no,no,no
42,2030,yes,no,yes,yes,yes,196,0,no,no,no,no,no,no,no,yes,no,no,yes,no
49,8422,yes,no,yes,no,no,166,0,no,no,no,no,no,no,no,yes,no,no,no,no
34,612,no,no,no,no,yes,91,0,no,no,no,no,no,no,no,yes,no,no,no,no
66,780,yes,no,no,no,no,388,0,no,no,no,no,yes,no,no,no,no,no,yes,no
39,4861,yes,no,yes,no,yes,119,0,no,no,no,no,no,no,no,yes,no,no,yes,no
45,1932,yes,no,yes,no,yes,146,0,no,yes,no,no,no,no,no,no,no,no,no,no
41,3371,no,no,yes,yes,no,204,0,no,yes,no,no,no,no,no,no,no,no,no,no
30,511,no,no,yes,no,no,157,0,no,no,no,yes,no,no,no,no,no,yes,no,no
34,90,yes,no,yes,no,no,77,0,no,no,no,yes,no,no,no,no,no,no,yes,no
47,697,no,no,yes,no,yes,139,0,no,yes,no,no,no,no,no,no,no,no,no,no
34,615,yes,no,yes,no,no,225,0,no,no,no,yes,no,no,no,no,no,no,yes,no
30,-42,no,no,no,no,no,86,0,no,no,no,yes,no,no,no,no,no,no,yes,no
31,-576,yes,no,yes,no,no,93,0,no,no,no,no,no,no,no,yes,no,no,yes,no
40,326,no,no,yes,no,no,242,0,no,no,no,no,no,yes,no,no,no,no,yes,no
44,1161,yes,no,yes,no,no,110,0,no,no,no,no,no,yes,no,no,no,yes,no,no
35,198,yes,no,yes,no,no,471,0,no,no,no,yes,no,no,no,no,no,yes,no,no
27,1393,no,no,no,no,yes,382,0,no,no,yes,no,no,no,no,no,no,no,no,no
48,1167,yes,no,yes,yes,yes,264,1,no,yes,no,no,no,no,no,no,no,no,no,no
76,2991,yes,no,no,no,yes,344,1,no,no,no,no,yes,no,no,no,no,no,no,no
37,472,yes,no,yes,no,no,294,0,no,no,no,no,no,no,no,yes,no,no,no,no
42,-106,no,no,yes,no,yes,495,0,no,no,no,no,no,no,no,no,no,no,yes,no
63,91,yes,no,no,no,no,128,1,yes,no,no,no,no,no,no,no,no,yes,no,no
39,2843,yes,no,yes,no,yes,585,1,no,no,no,no,no,yes,no,no,no,no,yes,no
54,154,yes,no,no,no,no,155,0,no,yes,no,no,no,no,no,no,no,no,no,no
77,29340,yes,no,no,no,yes,257,1,no,no,no,no,yes,no,no,no,no,yes,no,no
30,305,no,no,no,no,yes,633,1,no,no,no,no,no,no,no,no,no,no,no,no
41,3823,no,no,no,no,no,234,0,no,no,no,no,no,no,no,no,no,no,yes,no
28,785,no,no,yes,no,no,442,1,no,no,no,no,no,no,no,no,no,no,yes,no
34,96,yes,no,no,no,no,109,0,no,no,no,no,no,no,no,no,no,no,yes,no
31,-1038,yes,yes,yes,no,no,255,0,no,yes,no,no,no,no,no,no,no,no,no,no
33,1301,yes,no,yes,no,no,184,0,no,no,yes,no,no,no,no,no,no,no,no,no
29,368,yes,no,yes,no,yes,345,0,no,no,no,yes,no,no,no,no,no,no,yes,no
52,2087,yes,no,yes,no,yes,267,1,no,no,no,yes,no,no,no,no,no,no,yes,no
54,1288,yes,no,yes,no,yes,170,0,no,no,no,yes,no,no,no,no,no,no,yes,no
58,8014,yes,no,yes,no,no,697,0,no,no,yes,no,no,no,no,no,no,no,no,no
43,1147,yes,no,yes,yes,no,112,0,no,no,no,yes,no,no,no,no,no,yes,no,no
36,-308,no,no,yes,no,yes,725,1,no,no,no,yes,no,no,no,no,no,yes,no,no
47,7,yes,no,no,no,no,175,0,no,yes,no,no,no,no,no,no,no,no,yes,no
51,531,yes,no,yes,no,no,267,0,no,no,no,no,no,no,no,no,no,no,yes,no
59,-23,yes,no,no,yes,no,195,0,no,no,yes,no,no,no,no,no,no,no,no,no
30,1307,yes,no,no,no,no,248,0,no,no,no,no,no,no,no,yes,no,no,no,no
39,394,yes,no,no,no,no,551,0,no,no,no,no,no,no,no,no,no,no,yes,no
39,1957,no,no,yes,yes,yes,47,0,no,no,no,no,no,yes,no,no,no,no,yes,no
43,94,yes,no,no,no,no,35,0,yes,no,no,no,no,no,no,no,no,yes,no,no
60,6684,yes,no,yes,yes,yes,173,0,no,no,no,no,yes,no,no,no,no,no,no,no
48,700,no,no,yes,no,no,488,0,no,yes,no,no,no,no,no,no,no,no,no,no
37,463,yes,no,yes,no,yes,158,0,no,no,no,no,no,no,no,no,no,no,no,yes
39,7783,no,no,no,no,no,108,0,yes,no,no,no,no,no,no,no,no,no,yes,no
27,568,no,no,yes,no,no,28,0,no,no,no,no,no,no,yes,no,no,no,yes,no
45,-183,yes,no,yes,yes,no,8,0,no,no,no,yes,no,no,no,no,no,no,yes,no
28,524,no,no,yes,no,no,554,1,no,no,no,yes,no,no,no,no,no,no,yes,no
46,120,yes,no,yes,yes,yes,121,0,no,no,no,yes,no,no,no,no,no,no,yes,no
46,2558,yes,no,yes,no,yes,107,0,no,no,no,yes,no,no,no,no,no,yes,no,no
33,350,no,no,yes,no,no,148,0,no,no,no,yes,no,no,no,no,no,no,no,no
27,274,no,no,no,no,yes,283,0,no,no,no,no,no,no,yes,no,no,no,yes,no
35,1582,yes,no,no,no,yes,37,0,no,yes,no,no,no,no,no,no,no,no,no,no
36,928,yes,no,no,no,no,224,0,no,no,no,yes,no,no,no,no,no,no,yes,no
33,839,no,no,yes,no,no,469,0,no,no,no,no,no,no,no,yes,no,no,no,no
57,6362,yes,no,yes,yes,yes,66,0,no,no,no,no,no,no,no,yes,no,no,yes,no
39,30,no,no,yes,no,no,201,0,no,yes,no,no,no,no,no,no,no,no,no,no
52,618,yes,no,yes,yes,no,352,0,yes,no,no,no,no,no,no,no,no,yes,no,no
42,-303,yes,no,yes,no,no,40,0,no,no,no,yes,no,no,no,no,no,yes,no,no
35,3468,yes,no,yes,no,no,72,0,no,no,no,yes,no,no,no,no,no,yes,no,no
27,3791,no,no,yes,no,yes,231,0,no,no,no,no,no,yes,no,no,no,no,yes,no
22,0,no,no,no,no,no,229,1,no,no,no,no,no,no,yes,no,no,no,yes,no
32,4843,no,no,no,no,no,63,0,no,no,no,no,no,no,no,yes,no,no,yes,no
59,0,yes,no,no,no,no,363,0,no,no,no,no,yes,no,no,no,no,no,yes,no
46,849,no,no,yes,no,no,508,1,no,no,no,no,no,no,no,no,no,no,yes,no
29,718,no,no,yes,no,no,91,0,yes,no,no,no,no,no,no,no,no,no,yes,no
31,19,yes,no,yes,no,no,243,0,no,no,no,no,no,no,no,yes,no,no,no,no
36,188,no,no,no,no,no,55,0,no,yes,no,no,no,no,no,no,no,no,no,no
33,519,yes,no,yes,no,yes,175,0,no,no,no,no,no,no,no,no,no,no,yes,no
37,2205,yes,no,no,no,no,85,0,no,yes,no,no,no,no,no,no,no,no,no,no
31,-173,no,no,yes,no,no,396,0,no,yes,no,no,no,no,no,no,no,no,no,no
48,363,yes,no,no,no,yes,67,0,no,yes,no,no,no,no,no,no,no,no,no,no
55,347,no,no,yes,no,yes,115,0,no,yes,no,no,no,no,no,no,no,no,no,no
33,1467,yes,no,yes,no,no,85,0,no,no,no,no,no,no,no,no,no,no,yes,no
32,-241,no,no,no,yes,no,856,1,no,no,no,no,no,no,no,no,no,no,yes,no
39,3281,no,no,no,no,no,90,0,no,yes,no,no,no,no,no,no,no,no,no,no
35,0,yes,no,no,no,yes,201,0,no,no,yes,no,no,no,no,no,no,no,no,no
31,4728,yes,no,yes,no,yes,114,0,no,no,no,yes,no,no,no,no,no,yes,no,no
30,-529,yes,no,yes,no,no,416,0,no,no,no,yes,no,no,no,no,no,no,yes,no
56,62,yes,no,no,yes,yes,243,0,no,no,no,no,no,no,no,yes,no,no,yes,no
34,264,no,no,yes,no,yes,222,0,no,no,no,no,no,no,no,yes,no,no,yes,no
29,64,yes,no,yes,yes,no,611,0,no,no,no,yes,no,no,no,no,no,no,yes,no
28,258,yes,no,yes,no,yes,134,0,no,no,no,yes,no,no,no,no,no,no,yes,no
47,-98,yes,no,yes,no,yes,112,0,no,no,no,yes,no,no,no,no,no,no,yes,no
37,1293,yes,no,no,no,yes,652,0,no,no,no,yes,no,no,no,no,no,no,yes,no
29,266,yes,no,yes,no,no,103,0,no,yes,no,no,no,no,no,no,no,no,no,no
50,-1455,no,no,yes,yes,yes,119,0,no,no,no,no,no,no,no,yes,no,no,no,no
31,916,no,no,yes,yes,no,172,0,no,no,no,yes,no,no,no,no,no,no,yes,no
54,300,no,no,yes,no,yes,329,0,no,yes,no,no,no,no,no,no,no,no,yes,no
35,450,no,no,yes,no,yes,63,0,no,no,no,no,no,no,no,yes,no,no,yes,no
32,35,yes,no,yes,no,yes,42,0,no,no,no,yes,no,no,no,no,no,no,yes,no
35,-880,no,no,no,yes,no,77,0,no,no,yes,no,no,no,no,no,no,no,no,no
38,2569,yes,no,no,no,yes,172,0,no,no,no,yes,no,no,no,no,no,yes,no,no
35,122,no,no,no,no,no,49,0,no,no,no,no,no,no,no,yes,no,no,no,no
30,19,no,no,no,no,no,191,0,no,yes,no,no,no,no,no,no,no,no,yes,no
31,1750,yes,no,yes,no,no,90,0,no,yes,no,no,no,no,no,no,no,no,no,no
29,1027,no,no,yes,no,yes,177,1,no,no,no,no,no,no,no,no,no,no,yes,no
35,292,no,no,no,yes,yes,220,0,no,yes,no,no,no,no,no,no,no,no,no,no
68,7945,yes,no,no,no,yes,252,0,no,no,no,no,yes,no,no,no,no,yes,no,no
43,181,no,no,yes,no,yes,174,0,no,no,no,yes,no,no,no,no,no,yes,no,no
34,6352,yes,no,yes,no,no,338,0,no,no,no,yes,no,no,no,no,no,yes,no,no
40,2171,yes,no,yes,no,yes,97,0,no,no,no,yes,no,no,no,no,no,yes,no,no
32,514,no,no,yes,yes,yes,164,0,no,no,no,no,no,no,no,yes,no,no,no,no
32,4110,no,no,yes,no,no,232,0,no,no,no,no,no,no,no,yes,no,no,yes,no
34,9895,no,no,no,no,no,356,0,no,no,no,no,no,no,no,no,yes,no,yes,no
43,-100,yes,no,yes,no,yes,227,0,no,yes,no,no,no,no,no,no,no,no,yes,no
30,2123,no,no,no,no,no,217,0,no,yes,no,no,no,no,no,no,no,no,no,no
59,68,no,no,yes,no,no,176,0,no,yes,no,no,no,no,no,no,no,no,no,no
46,1085,yes,no,no,no,no,265,0,yes,no,no,no,no,no,no,no,no,yes,no,no
41,141,yes,no,yes,yes,no,146,0,no,yes,no,no,no,no,no,no,no,no,no,no
20,88,no,no,no,no,yes,621,0,no,no,no,no,no,no,yes,no,no,no,yes,no
32,92,no,no,yes,no,yes,110,0,no,no,no,no,no,no,no,no,no,no,yes,no
53,5797,yes,no,yes,no,no,267,0,no,no,no,no,no,no,no,yes,no,no,yes,no
25,314,no,no,no,yes,yes,455,0,no,yes,no,no,no,no,no,no,no,no,no,yes
29,404,no,no,yes,no,no,286,0,no,no,no,no,no,no,no,yes,no,no,yes,no
31,165,no,no,no,yes,no,523,1,no,yes,no,no,no,no,no,no,no,no,no,no
